"R0000100","R0000600","R0006500","R0007900","R0173600","R0214700","R0214800","R0618500","R0648301","R0648343","R1207800","R2509800","T5256900","T5257400","T5344300","T5407500","T5619500","T5684500","T5734600","T5770700","T5770800","T5770900","T5771000","T5771200","T5774000"
7559,15,12,12,11,1,1,0,398,469,-4,-5,9130,4,-4,1,189000,1062468,0,1,189000,0,4,3,1
7560,16,12,12,14,1,2,0,476,486,2105,1,3650,2,2,1,21000,3000,0,2,21000,0,3,3,1
7561,15,15,19,11,1,1,-3,657,721,1905,5,3060,3,250,1,332954,-3,30,2,922631,0,1,1,0
7562,18,12,20,14,1,2,0,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,14,17,16,11,1,1,0,-4,-4,506,-5,10,3,20,1,160000,2163906,20,2,327000,0,3,1,1
7564,19,18,18,11,1,1,-3,613,539,1510,3,2200,3,400,1,332954,1338000,0,2,922631,0,3,1,1
7565,16,6,13,14,1,2,-3,325,250,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7566,17,17,12,10,2,1,0,568,514,-4,1,2040,4,-4,1,7000,-17000,50,1,7000,1,3,3,1
7567,15,17,12,10,2,1,0,483,486,-4,1,-4,-4,-4,0,0,0,80,1,2035,1,3,0,1
7568,18,10,11,10,2,1,0,470,451,835,4,-4,-4,-4,0,0,192000,30,2,-2,-3,3,3,1
7569,18,10,11,10,2,1,0,404,438,2105,1,3410,2,12000,1,38000,-3,50,2,38000,0,3,0,1
7570,16,10,9,11,1,1,1,420,470,2207,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7571,15,9,9,14,1,2,1,496,468,2001,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7572,15,10,-2,11,1,1,1,366,333,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7573,15,12,9,14,1,2,-3,488,445,1207,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7574,20,12,8,14,1,2,0,481,467,2001,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7575,18,9,9,14,1,2,0,474,562,509,2,5700,1,60,1,56000,828500,10,4,113000,0,3,1,1
7576,14,9,9,11,1,1,0,558,542,506,2,930,1,17,1,56000,-3,7,5,131000,0,3,1,1
7577,16,12,12,13,2,2,0,498,508,509,4,2310,1,-4,0,4000,77225,50,1,13534,0,3,0,1
7578,15,16,12,13,2,2,-3,556,549,502,4,560,2,4000,1,94000,144000,5,1,94000,0,3,3,1
7579,18,16,16,10,2,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7580,17,9,10,13,2,2,0,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7581,15,9,10,13,2,2,0,465,441,1203,1,4010,1,328,1,68000,84600,50,2,116399,0,3,1,1
7582,16,12,-4,10,2,1,-3,290,399,-4,1,4960,2,22,1,52000,-3,0,2,52000,0,3,3,1
7583,19,11,11,13,2,2,1,431,393,-4,1,-4,-4,-4,0,0,196000,40,6,0,1,3,1,1
7584,18,10,4,11,1,1,0,419,395,-4,-4,-4,-4,-4,0,0,11000,100,2,-2,-3,3,2,1
7585,17,10,4,14,1,2,-3,303,343,-4,-4,-4,-4,-4,0,0,0,3,2,8830,1,3,3,1
7586,21,6,6,14,1,2,0,-4,-4,502,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7587,17,5,6,14,1,2,-3,403,371,-4,1,930,1,250,1,40000,455000,50,3,155000,0,3,1,1
7588,18,5,6,11,1,1,-5,-4,-4,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7589,17,14,10,11,1,1,0,527,555,-4,-4,6440,4,-4,1,0,3500,0,1,0,1,3,3,1
7590,15,14,11,11,1,1,0,557,516,1014,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7591,19,12,16,14,1,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7592,14,6,8,11,1,1,-3,421,562,506,1,-4,-4,-4,0,0,235700,50,1,0,1,3,0,0
7593,17,8,1,11,1,1,1,-4,-4,-4,1,-4,-4,-4,0,0,0,0,1,-2,-3,3,0,1
7594,15,8,1,11,1,1,1,-4,-4,-4,1,2040,3,1,1,36000,-3,10,3,56000,0,3,1,1
7595,15,5,7,14,1,2,-3,447,456,-4,-5,4700,2,30,1,105000,176500,0,2,107000,0,3,3,1
7596,16,16,16,11,1,1,0,419,373,1510,1,120,2,5000,1,60000,62000,70,1,60000,0,3,3,1
7597,17,16,18,13,2,2,0,538,590,2207,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7598,17,18,14,13,2,2,0,536,546,2105,1,1020,1,40000,1,85000,21075,5,4,176000,0,3,1,1
7599,18,12,12,10,2,1,0,410,454,909,1,1410,2,4,1,113000,354500,20,3,114000,0,4,1,1
7600,16,12,14,13,2,2,0,455,493,1207,1,3130,2,1,0,10000,-3,30,1,26000,0,3,3,1
7601,21,10,17,14,1,2,0,553,593,506,4,120,1,1000,1,332954,566742,80,2,-2,-3,3,1,1
7602,20,12,16,11,1,1,0,728,605,701,4,430,1,6000,1,160000,-3,30,4,190000,0,3,1,1
7603,18,12,16,14,1,2,0,614,693,2207,5,2750,3,400,1,13000,1976630,20,3,66600,0,4,1,1
7604,20,15,12,9,3,1,0,578,685,4901,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7605,19,16,16,12,3,2,0,655,684,4901,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7606,18,12,16,13,2,2,0,426,570,1402,1,9140,4,-4,0,-2,-1200,50,2,-2,-3,3,3,1
7607,14,11,7,12,3,2,1,358,340,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7608,18,12,-2,10,2,1,0,444,455,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7609,14,8,8,12,3,2,1,529,456,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7610,15,11,8,9,3,1,1,584,708,4901,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7611,21,9,12,13,2,2,0,421,432,-4,1,4030,2,48,1,21000,2640,65,2,21000,0,3,0,1
7612,16,-2,-2,13,2,2,1,431,397,-4,-4,-4,-4,-4,0,0,0,100,2,8400,1,3,1,1
7613,21,12,12,10,2,1,1,473,419,-4,1,9120,2,500,1,27000,-3,20,2,57000,0,3,1,1
7614,14,12,-3,10,2,1,1,485,506,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7615,15,9,-3,13,2,2,-3,370,443,808,1,7750,2,3000,1,37000,-3,10,3,37000,0,3,0,0
7616,14,-4,-4,13,2,2,0,422,255,-4,-4,-4,-4,-4,0,0,176000,5,6,31200,1,3,1,1
7617,15,-2,-2,13,2,2,-3,373,425,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7618,17,-2,-2,13,2,2,-3,364,324,-4,1,4600,4,-4,1,0,-3,20,3,0,1,3,3,1
7619,18,-2,-2,13,2,2,1,319,283,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7620,19,-2,-2,10,2,1,1,500,450,838,1,5560,1,500,1,50000,198000,60,2,102100,0,3,1,1
7621,21,13,13,10,2,1,-3,338,380,506,1,-4,-4,-4,0,0,-3,100,3,-2,-3,3,1,1
7622,18,12,12,13,2,2,1,379,394,506,1,3920,-2,-4,1,14000,44000,80,3,27344,0,3,1,1
7623,16,12,-2,13,2,2,1,442,299,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7624,17,12,-2,10,2,1,1,384,323,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7625,17,14,19,13,2,2,0,393,457,1203,1,3800,1,500,0,8000,-85,50,7,33000,1,3,1,1
7626,15,14,19,13,2,2,0,348,363,514,1,3600,-2,100,1,19000,11077,70,3,22648,0,3,3,1
7627,14,14,19,10,2,1,0,312,307,-4,1,-4,4,-4,1,10000,0,50,4,-2,-3,3,0,1
7628,21,13,12,10,2,1,0,468,439,504,1,-4,-4,-4,0,0,-375,100,1,16320,0,3,3,1
7629,17,13,12,10,2,1,0,541,514,511,1,7330,2,2500,1,70000,-3,0,3,103000,0,3,1,0
7630,15,13,12,13,2,2,0,522,495,506,3,-4,-4,-4,0,0,96000,100,1,16476,0,3,3,0
7631,19,10,-4,9,3,1,0,487,408,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7632,17,12,-2,12,3,2,1,541,515,1203,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7633,19,9,9,10,2,1,1,346,423,501,1,-4,-4,-4,0,0,43500,100,3,31740,0,3,0,1
7634,18,12,10,10,2,1,1,402,414,1203,1,-4,-4,-4,0,0,-14000,50,2,776,1,3,0,1
7635,16,9,10,10,2,1,1,463,449,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7636,20,8,0,13,2,2,1,414,401,514,1,4600,2,4,0,15000,-3,80,2,15000,1,3,1,1
7637,19,11,9,10,2,1,0,479,448,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7638,16,10,10,10,2,1,0,477,507,-4,-5,-4,-4,-4,0,44000,-3,75,2,-2,-3,3,1,1
7639,15,7,-2,10,2,1,1,205,213,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7640,19,12,12,10,2,1,0,397,439,835,1,430,2,30,0,8400,160000,100,1,22514,0,3,6,1
7641,17,12,12,10,2,1,1,403,318,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7642,16,12,12,13,2,2,1,393,431,401,4,2300,1,50,1,31268,99619,50,1,31268,0,3,3,1
7643,14,12,12,10,2,1,1,287,322,-4,1,-4,-4,-4,0,0,0,30,1,9027,1,3,0,1
7644,20,5,11,10,2,1,-3,415,417,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7645,15,5,11,13,2,2,1,352,355,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7646,21,5,11,13,2,2,0,378,333,-4,-4,-4,-4,-4,0,0,6700,100,2,18420,0,3,3,1
7647,21,12,12,10,2,1,0,485,450,-4,1,5810,2,400,1,91000,821500,0,2,187770,0,3,1,1
7648,22,11,6,13,2,2,0,460,431,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7649,20,11,7,13,2,2,0,500,462,501,1,5540,1,3,1,55000,298000,50,3,103000,0,3,1,1
7650,17,11,7,10,2,1,1,507,458,2208,2,2020,1,18,1,60000,323732,50,1,60000,0,3,3,1
7651,15,11,7,13,2,2,1,473,402,704,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7652,14,11,7,13,2,2,1,487,452,703,1,4710,2,100,1,77500,4500,25,3,77500,0,3,3,1
7653,17,12,16,13,2,2,0,531,517,509,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7654,17,11,-2,10,2,1,0,453,475,502,2,800,2,3000,1,33280,-3,0,3,33280,0,3,1,1
7655,17,4,10,13,2,2,0,438,474,-4,1,9120,2,-4,0,-1,-3,75,2,-1,-3,3,1,1
7656,18,9,4,10,2,1,-3,396,373,-4,1,6440,1,-2,0,-2,-3,80,2,-2,-3,3,1,1
7657,21,11,4,13,2,2,-3,291,356,1203,1,-4,-4,-4,0,0,137800,10,2,38400,0,3,1,1
7658,19,12,10,13,2,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7659,17,12,9,10,2,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7660,15,12,9,13,2,2,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7661,14,11,6,10,2,1,0,508,479,-4,1,6230,4,-4,1,40000,7000,20,2,40000,0,3,3,1
7662,17,11,12,13,2,2,1,432,355,-4,1,-4,-4,-4,0,0,66000,100,1,16572,0,3,6,1
7663,16,11,12,13,2,2,1,475,418,9996,2,8640,2,200,1,120000,25000,10,2,120000,0,3,1,1
7664,15,12,12,10,2,1,0,445,464,9996,1,4760,2,3,0,14000,10500,60,4,50000,0,4,1,1
7665,21,14,11,13,2,2,1,306,352,-4,1,4220,1,-2,0,1083,0,10,1,14079,0,3,3,1
7666,20,11,5,10,2,1,0,394,361,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7667,17,11,5,10,2,1,1,378,369,-4,-4,6230,-2,3,1,-2,-2000,50,2,3144,1,3,3,1
7668,14,14,12,10,2,1,0,445,464,2001,2,230,1,60,1,65000,598000,5,3,125000,0,3,1,1
7669,21,12,-2,13,2,2,0,493,478,-4,-5,20,2,85,1,55000,28800,80,2,103000,0,3,1,0
7670,19,10,11,13,2,2,0,344,454,808,1,-4,-4,-4,0,0,-3,60,1,21262,0,3,6,1
7671,15,10,11,13,2,2,-3,367,365,703,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7672,16,12,9,13,2,2,0,322,371,501,1,4610,3,20,1,15000,0,100,3,15000,1,3,3,1
7673,14,12,9,13,2,2,0,304,318,-4,1,2750,-2,-2,0,0,0,100,1,0,1,3,6,1
7674,15,12,14,10,2,1,0,440,386,925,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7675,14,12,12,10,2,1,-3,399,322,9996,1,310,4,-4,1,25000,-3000,50,3,59000,0,3,1,0
7676,16,14,12,10,2,1,0,579,536,2207,1,4420,3,7,1,35000,50000,40,3,80000,0,3,1,1
7677,16,14,12,10,2,1,0,573,567,200,1,8240,2,15,1,24000,4200,25,1,24000,0,3,3,1
7678,14,14,12,13,2,2,0,264,334,1306,2,2550,3,100,0,6000,-3,-2,4,-2,-3,3,1,1
7679,15,12,12,13,2,2,-3,406,501,-4,1,4700,2,170,1,48000,327900,0,2,-2,-3,3,1,1
7680,16,-3,12,10,2,1,-5,414,379,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7681,20,11,11,13,2,2,-3,273,386,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7682,18,12,13,13,2,2,-3,381,335,-4,1,-4,-4,-4,0,0,0,0,1,-2,-3,3,3,1
7683,20,6,-2,14,1,2,0,435,443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7684,16,10,11,14,1,2,-3,505,456,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7685,20,13,12,13,2,2,0,382,409,-4,1,4230,2,56,1,17000,83000,0,4,34868,0,3,1,1
7686,20,12,11,10,2,1,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7687,20,14,11,13,2,2,0,472,461,1203,2,2000,1,42,1,61000,638325,0,3,196000,0,2,1,1
7688,16,16,4,13,2,2,-3,434,468,502,1,3130,2,30,0,0,42000,50,3,22896,0,3,3,1
7689,20,16,4,13,2,2,0,427,377,509,1,-4,-4,-4,0,0,383105,50,2,25992,0,3,1,1
7690,15,16,4,10,2,1,-3,491,490,601,3,4920,4,-4,1,40000,-3,50,3,81000,0,3,1,1
7691,17,11,11,13,2,2,0,394,440,506,4,-4,-4,-4,0,0,153000,100,4,81160,0,3,1,1
7692,15,11,11,13,2,2,0,397,374,835,3,4620,1,3,1,45000,107100,-2,1,45000,0,3,2,1
7693,18,5,8,13,2,2,0,369,426,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7694,15,11,-2,13,2,2,1,393,358,502,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7695,14,11,-2,13,2,2,1,390,408,502,1,410,2,4,0,960,52650,40,2,26460,0,3,3,1
7696,14,11,-2,10,2,1,1,423,217,-4,1,-4,-4,-4,0,0,2550,70,1,17280,0,3,3,1
7697,17,12,8,10,2,1,0,493,476,-4,1,6440,2,3500,0,75000,201000,50,7,75000,0,3,1,1
7698,15,12,8,10,2,1,0,499,470,925,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7699,20,9,-2,10,2,1,-3,456,357,1014,1,7340,1,8,0,0,23000,60,1,0,1,3,1,1
7700,19,9,-2,10,2,1,0,330,291,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7701,16,9,-2,10,2,1,-3,470,308,-4,1,-4,-4,-4,0,0,-600,100,3,36060,0,2,2,1
7702,14,9,-2,10,2,1,1,525,471,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7703,18,9,12,10,2,1,0,486,536,910,4,1460,2,2000,1,130000,2213125,40,4,228000,0,3,1,1
7704,14,8,10,13,2,2,1,349,352,-4,1,-4,-4,-4,0,0,25,10,3,-2,-3,3,0,1
7705,21,7,7,10,2,1,-3,379,452,1225,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7706,16,7,7,13,2,2,1,373,414,506,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7707,20,11,13,10,2,1,-3,534,488,515,3,4700,5,40,1,60000,216000,10,2,60000,0,3,1,1
7708,18,8,12,13,2,2,0,589,520,502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7709,18,7,10,10,2,1,0,409,413,910,2,-4,-4,-4,0,0,4000,100,1,10992,1,3,0,1
7710,17,7,10,13,2,2,0,355,333,-4,1,6440,2,3800,1,93000,53800,0,2,93000,0,3,0,1
7711,14,7,10,10,2,1,0,424,376,-4,1,7340,2,9,0,25000,18586,85,3,25000,0,3,2,1
7712,18,14,9,10,2,1,-3,516,419,-4,1,4020,2,34,0,10000,5000,75,2,36000,0,3,3,1
7713,17,14,9,13,2,2,1,382,380,514,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7714,15,14,9,10,2,1,1,432,411,-4,-4,6760,2,10,1,40000,0,50,1,40000,0,3,0,1
7715,14,14,9,10,2,1,1,384,353,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7716,19,14,17,11,1,1,0,632,541,908,1,430,2,45,1,120000,565500,30,4,130000,0,4,1,1
7717,18,14,16,11,1,1,0,460,466,2207,1,160,1,-2,1,76000,207700,30,2,91000,0,3,1,1
7718,18,12,15,11,1,1,0,514,447,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7719,16,14,16,11,1,1,0,600,506,2207,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7720,15,16,16,11,1,1,0,676,580,1211,1,10,2,350,1,165000,615000,10,3,307000,0,3,1,1
7721,18,6,0,11,1,1,1,527,446,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7722,21,12,12,12,3,2,0,669,599,502,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7723,20,16,-2,11,1,1,1,689,664,1209,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7724,21,-2,12,9,3,1,-3,771,480,701,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7725,21,14,-4,9,3,1,0,-4,-4,506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7726,20,14,-4,9,3,1,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7727,19,12,14,9,3,1,0,457,512,1002,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7728,20,16,20,9,3,1,1,539,514,1914,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7729,20,12,15,12,3,2,0,-4,-4,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7730,19,12,18,12,3,2,0,575,538,501,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7731,20,12,17,12,3,2,0,655,560,506,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7732,20,16,19,9,3,1,0,626,681,1401,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7733,18,4,0,11,1,1,0,-4,-4,-4,-4,430,2,2,0,45000,87000,0,1,45000,0,3,0,1
7734,15,9,11,12,3,2,0,448,594,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7735,19,19,16,12,3,2,-3,467,534,1501,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7736,21,12,12,12,3,2,0,545,471,2103,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7737,19,11,13,9,3,1,0,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7738,18,13,17,12,3,2,-3,469,489,802,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7739,16,13,17,12,3,2,-3,442,574,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7740,15,13,17,12,3,2,1,556,591,1213,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7741,19,12,12,9,3,1,-3,631,684,833,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7742,20,15,20,9,3,1,-3,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7743,19,13,18,9,3,1,0,606,573,-4,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7744,19,14,20,9,3,1,1,564,594,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7745,20,12,12,12,3,2,0,502,573,602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7746,21,12,16,12,3,2,0,618,653,1211,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7747,21,15,16,12,3,2,0,522,653,602,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7748,18,8,12,11,1,1,0,586,471,910,4,10,4,-4,1,332954,2934130,80,4,310000,0,-4,1,-4
7749,19,6,6,11,1,1,-5,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7750,18,18,16,14,1,2,0,535,579,502,1,-4,-4,-4,0,0,-3,50,2,-2,-3,3,1,1
7751,21,12,14,12,3,2,0,580,674,516,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7752,22,12,12,9,3,1,0,702,538,1905,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7753,22,12,12,10,2,1,-3,546,592,2102,3,9130,4,-4,1,53000,126300,10,3,98000,0,1,1,1
7754,19,16,18,13,2,2,0,487,514,701,3,420,3,5,1,55000,59000,20,1,55000,0,3,3,1
7755,20,12,-3,12,3,2,0,-4,-4,502,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7756,21,18,18,12,3,2,0,522,485,1203,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7757,19,16,16,12,3,2,-3,566,674,501,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7758,16,12,9,9,3,1,-3,470,536,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7759,20,12,16,12,3,2,1,567,542,1905,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7760,19,12,9,14,1,2,-3,598,552,802,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7761,20,16,16,12,3,2,0,647,653,802,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7762,20,14,12,9,3,1,0,728,519,1905,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7763,20,17,20,9,3,1,0,637,541,1206,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7764,21,13,14,12,3,2,0,550,576,1208,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7765,21,15,20,12,3,2,0,561,533,2004,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7766,21,19,12,9,3,1,-3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7767,22,16,12,9,3,1,0,678,502,909,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7768,21,12,12,9,3,1,0,445,576,603,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7769,20,11,12,9,3,1,0,466,542,2105,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7770,20,15,16,9,3,1,0,578,591,2003,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7771,21,12,16,12,3,2,0,568,666,834,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7772,21,12,15,12,3,2,0,516,666,822,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7773,18,14,12,13,2,2,0,518,696,602,1,2200,3,7,1,19000,44260,10,1,19000,0,3,3,1
7774,20,12,-2,13,2,2,-3,399,461,1212,1,2710,1,330,0,66000,-3,20,1,66000,0,3,3,1
7775,19,12,15,12,3,2,0,568,548,4901,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7776,20,16,16,9,3,1,0,671,569,907,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7777,21,15,16,12,3,2,0,632,552,502,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7778,21,8,12,9,3,1,0,492,522,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7779,19,8,8,12,3,2,-3,382,376,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7780,16,9,-3,9,3,1,0,-4,-4,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7781,15,9,8,12,3,2,1,482,433,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7782,21,8,8,12,3,2,-5,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7783,20,12,6,9,3,1,0,600,610,506,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7784,17,12,20,9,3,1,-3,526,612,2105,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
